Signatures	Published year	Journal	Title	PMID	DOI
ADP_Ribosylation	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Nicotinamide_Adenine_Dinucleotide_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Nicotinate_and_Nicotinamide_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Sirtuin_Nicotinamide_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Polyamine_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Prostanoid_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Thromboxane_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Pyruvate_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Retinoic_Acid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Retinoid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Retinol_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Steroid_Hormone_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Aldosterone_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Cortisol_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Estradiol_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Testosterone_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Urea_Cycle	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Vitamin_K	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Pentose_and_Glucuronate_Interconversions	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Fructose_and_Mannose_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Galactose_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Ascorbate_and_Aldrate_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Starch_and_Suctose_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Amino_Sugar_and_Nucleotide_Sugar_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glyoxylate_and_Dicarboxylate_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Propanoate_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Butanoate_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Inositol_Phosphate_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Oxidative_Phosphorylation	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Nitrogen_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Sulfur_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Steroid_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Primary_Bile_Acid_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Steroid_Hormone_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glycerolipid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glycerophospholipid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Ether_Lipid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Shingolipid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Arachidonic_Acid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Linoleic_Acid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
alpha_Linoleic_Acid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Biosynthesis_of_Unsaturated_Fatty_Acids	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Purine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Pyrimidine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Alanine_Aspartate_and_Glutamate_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glycine_Serine_and_Threonine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Cysteine_and_Methionine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Valine_Leucine_and_Isoleucine_Degradation	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Valine_Leucine_and_Isoleucine_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Lysine_Degradation	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Arginine_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Arginine_and_Proline_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Histidine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Tyrosine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Phenylalanine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Tryptophan_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Phenylalanine_Tyrosine_and_Tryptophan_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Beta_Alanine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Taurine_and_Hypotaurine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Selenocompound_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
D_Glutamine_and_D_Glutamate_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glutathione_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
N_Glycan_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Mucin_Type_O_Glycan_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Other_Types_of_O_Glycan_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glycosaminoglycan_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glycosaminoglycan_Degradation	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glycosphosphatidylinositol	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Glycosphingolipid_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Other_Glycan_Degradation	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Thiamine_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Riboflavin_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Vitamin_B6_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Pantothenate_and_CoA_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Biotin_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Lipoic_Acid_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Porphyrin_and_Chlorophyll_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Ubiquinone_and_other_Terpenoid_Quinone_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Terpenoid_Backbone_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Caffiene_Metabolism	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Neomycin_Kanamysin_and_Gentamicin_Biosynthesis	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Metabolism_of_Xenobiotics_by_Cytochrome_P450	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Drug_Metabolism_by_Cytochrome_P450	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
Drug_Metabolism_by_other_enzymes	2018	Nature Communication	Pan-cancer analysis of transcriptional metabolic dysregulation using The Cancer Genome Atlas	30552315	10.1038/s41467-018-07232-8
CD4_c0_Tcm	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c1_Treg	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c10_Tn_LEF1_ANKRD55	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c11_Tisg	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c2_Tn	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c3_Tfh	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c4_Tstr	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c5_CTL	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c6_Tn_FHIT	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c7_Tn_TCEA3	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c8_Tf17	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD4_c9_Tn_TCF7_SLC40A1	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c0_t_Teff	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c1_Tex	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c10_Teff_CD244	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c11_Teff_SEMA4A	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c12_Trm	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c13_Tn_TCF7	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c2_Teff	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c3_Tn	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c4_Tstr	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c5_Tisg	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c6_Tcm	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c7_p_Tex	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c8_Teff_KLRG1	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
CD8_c9_Tsen	2023	Nature Medicine	Pan-cancer T cell atlas links a cellular stress response state to immunotherapy resistance	37248301	10.1038/s41591-023-02371-y
Mast	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mo_01_CD14	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mo_02_CD16	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mono_like_01_CD14	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mono_like_02_CD16	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mono_like_03_CD14CD16	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
MonoDC	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_01_MARCO	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_02_CCL20	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_03_SPP1	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_04_TREM2	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_05_IL1B	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_06_CXCL9	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_07_SLC40A1	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_08_APOE	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Mph_09_STMN1	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_01_MMP8	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_02_S100A12	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_03_ISG15	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_04_TXNIP	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_05_ELL2	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_06_PTGS2	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_07_APOA2	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_08_CD74	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_09_IFIT1	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_10_SPP1	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
Neu_11_CCL4	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
DC_01_CLEC9A	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
DC_02_CD1C	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
DC_03_LAMP3	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
DC_04_CD207	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
DC_05_LILRA4	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
DC_06_STMN1	2022	Nature	Liver tumour immune microenvironment subtypes and neutrophil heterogeneity	36352227	10.1038/s41586-022-05400-x
ecm_myCAF	2020	Cancer Discovery	Single-Cell Analysis Reveals Fibroblast Clusters Linked to Immunotherapy Resistance in Cancer	32434947	10.1158/2159-8290.CD-19-1384
detox_iCAF	2020	Cancer Discovery	Single-Cell Analysis Reveals Fibroblast Clusters Linked to Immunotherapy Resistance in Cancer	32434947	10.1158/2159-8290.CD-19-1384
IL_iCAF	2020	Cancer Discovery	Single-Cell Analysis Reveals Fibroblast Clusters Linked to Immunotherapy Resistance in Cancer	32434947	10.1158/2159-8290.CD-19-1384
TGFβ_myCAF	2020	Cancer Discovery	Single-Cell Analysis Reveals Fibroblast Clusters Linked to Immunotherapy Resistance in Cancer	32434947	10.1158/2159-8290.CD-19-1384
wound_myCAF	2020	Cancer Discovery	Single-Cell Analysis Reveals Fibroblast Clusters Linked to Immunotherapy Resistance in Cancer	32434947	10.1158/2159-8290.CD-19-1384
IFNγ_iCAF	2020	Cancer Discovery	Single-Cell Analysis Reveals Fibroblast Clusters Linked to Immunotherapy Resistance in Cancer	32434947	10.1158/2159-8290.CD-19-1384
CAF_S1	2020	Cancer Discovery	Single-Cell Analysis Reveals Fibroblast Clusters Linked to Immunotherapy Resistance in Cancer	32434947	10.1158/2159-8290.CD-19-1384
Normal_Fibroblast	2020	Cancer Discovery	Single-Cell Analysis Reveals Fibroblast Clusters Linked to Immunotherapy Resistance in Cancer	32434947	10.1158/2159-8290.CD-19-1384
